id,value
id_0,6.520799055889172
id_1,18.18877592974659
id_2,24.410694848805274
id_3,7.679150567778604
id_4,27.121248046378508
id_5,22.103171417382324
id_6,23.67610249364249
id_7,30.74009168278774
id_8,16.876103346659363
id_9,59.54878627103283
id_10,11.73595012758377
id_11,9.338575653995898
id_12,63.262199075137
id_13,53.263668476961016
id_14,22.05799000781887
id_15,12.242236980210924
id_16,32.37234676980031
id_17,66.66642628904691
id_18,-0.503956250964408
id_19,17.12509346446928
id_20,41.89472174762703
id_21,72.32992259856607
id_22,9.233070433393817
id_23,17.96741752348607
id_24,14.701801990527231
id_25,38.25410025836145
id_26,14.891121697672208
id_27,62.80380682144197
id_28,7.218814322848616
id_29,55.54471332348461
id_30,24.445889527581425
id_31,8.671915896825315
id_32,2.5631280180189453
id_33,18.650594575336065
id_34,27.609188699043173
id_35,37.268942834587286
id_36,43.328609548801026
id_37,29.653509652740276
id_38,41.889773018243886
id_39,35.39889646815342
id_40,7.756516819256912
id_41,41.159047448048405
id_42,30.43877633333322
id_43,51.08033077006908
id_44,17.460658707566076
id_45,35.46326120934053
id_46,24.643779701734143
id_47,9.691514463806385
id_48,26.619332631508982
id_49,32.30296648237492
id_50,20.276282782790336
id_51,7.865916334777002
id_52,20.442974919774414
id_53,52.58497338750052
id_54,15.901405065900896
id_55,36.22807156609134
id_56,33.088593542315884
id_57,20.706933606930107
id_58,57.34318470989308
id_59,22.764127943470108
id_60,14.306242147622113
id_61,41.817076754272684
id_62,12.755416237027676
id_63,48.531368921126486
id_64,14.199083683764332
id_65,15.000980070614313
id_66,14.502254364598652
id_67,-0.9924809003491368
id_68,43.828375496831505
id_69,29.056347194338727
id_70,20.35193628070602
id_71,41.68999640529698
id_72,60.40028809238685
id_73,5.579138407687931
id_74,16.46700722773403
id_75,3.3705053364595745
id_76,40.30955082663021
id_77,14.230642266680306
id_78,21.671737763336846
id_79,21.00347673337273
id_80,23.87717192784816
id_81,36.098890870303784
id_82,21.807643097560934
id_83,92.52176382893427
id_84,37.31278951329285
id_85,27.956636053740873
id_86,22.011751458870815
id_87,33.53507036674281
id_88,23.317785970619113
id_89,19.763593452899503
id_90,28.65734473796043
id_91,41.45013199132975
id_92,4.862282432230437
id_93,38.481692493025825
id_94,45.778850130124304
id_95,16.514044075223723
id_96,31.482238096031686
id_97,13.00533913893245
id_98,23.241976598971966
id_99,4.577960902069285
id_100,18.20158197554661
id_101,26.421304696763414
id_102,14.093673328353479
id_103,15.90312675176232
id_104,23.942882924181283
id_105,39.78841303947224
id_106,31.452324134124154
id_107,6.139522794237824
id_108,6.091911674242582
id_109,78.56922500947869
id_110,48.115521529775755
id_111,17.170303371431004
id_112,27.630685716874904
id_113,15.146586116518618
id_114,13.750201515140056
id_115,24.90567993137763
id_116,26.63936373946988
id_117,10.49054528999081
id_118,18.449310064289957
id_119,19.60932864813136
id_120,80.50299238505039
id_121,25.450835937082612
id_122,37.27027891269381
id_123,25.53845951001584
id_124,7.423527238197774
id_125,38.823866845248794
id_126,9.252272939921749
id_127,21.895129886801474
id_128,29.18948618319098
id_129,62.886829434207236
id_130,21.976321103040988
id_131,23.47097324542097
id_132,59.00777127409417
id_133,15.200856631483159
id_134,14.128047382269568
id_135,2.6283609354362603
id_136,12.565415874209581
id_137,58.68165935899212
id_138,20.453272516089157
id_139,5.381033226778329
id_140,29.01106701653147
id_141,25.328428340971485
id_142,45.31068988091878
id_143,30.779790697876567
id_144,18.320092323879944
id_145,26.023375277866982
id_146,12.010634825398348
id_147,51.999036679708986
id_148,23.369632187235048
